Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Unprovoked,Australia,Western Australia,Diving,M,,No,January,2022,Wobbegong Shark,Unspecified / Multiple
Provoked,South Africa,KwaZulu-Natal,Fishing,M,,No,January,2022,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,South Island,Swimming,F,13,No,January,2022,Sevengill Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,42,No,January,2022,Spinner Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Unknown,F,42,No,January,2022,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,,No,January,2022,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,South Island,Swimming,F,9,No,December,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,42,No,December,2021,Spinner Shark,Leg / Foot
Unprovoked,Australia,Queensland,Fishing,M,24,No,December,2021,Bull Shark,Leg / Foot
Unprovoked,Mexico,Quintana Roo,Diving,M,14,No,December,2021,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,F,15,No,December,2021,Unknown,Leg / Foot
Unprovoked,Australia,Victoria,Swimming,M,15,No,December,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,,No,December,2021,Blacktip Reef Shark,Arm
Unprovoked,Brazil,São Paulo,Swimming,M,11,Unknown,,2021,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Fishing,F,27,No,November,2021,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Swimming,M,57,Yes,November,2021,Unknown,Unspecified / Multiple
Unprovoked,Brazil,São Paulo,Swimming,M,,No,November,2021,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Surfing,M,26,No,November,2021,Great White Shark,Hand / Fingers
Unconfirmed,Australia,Queensland,Fishing,M,26,Unknown,October,2021,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,34,No,October,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,25,No,October,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,,No,October,2021,Unknown,Leg / Foot
Unprovoked,United States,California,Surfing,M,38,No,October,2021,Unknown,Leg / Foot
Unconfirmed,Egypt,,Swimming,M,,Unknown,September,2021,Tiger Shark,Arm
Unprovoked,United States,Florida,Surfing,M,,No,September,2021,Unknown,Arm
Unprovoked,Australia,New South Wales,Surfing,M,31,Yes,September,2021,Unknown,Unspecified / Multiple
Unprovoked,British Indian Ocean Territory,Turks and Caicos,Unknown,M,,No,September,2021,Unknown,Arm
Unprovoked,United States,Louisiana,Fishing,M,64,No,September,2021,Unknown,Leg / Foot
Unprovoked,United States,Texas,Surfing,M,,No,August,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,41,No,August,2021,Bull Shark,Leg / Foot
Unprovoked,Canada,Nova Scotia,Swimming,F,21,No,August,2021,Unknown,Leg / Foot
Provoked,Australia,Queensland,Swimming,M,,No,August,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,35,No,August,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Diving,M,15,No,August,2021,Unknown,Leg / Foot
Unprovoked,United States,South Carolina,Unknown,M,,No,August,2021,Blacktip Shark,Body / Abdomen
Unprovoked,United States,Maryland,Swimming,F,12,No,August,2021,Blacktip Shark,Leg / Foot
Provoked,United States,Florida,Fishing,M,47,No,July,2021,Unknown,Hand / Fingers
Unprovoked,United States,North Carolina,Other,M,15,No,July,2021,Unknown,Leg / Foot
Unprovoked,United States,Georgia,Surfing,M,58,No,July,2021,Blacktip Shark,Leg / Foot
Provoked,Australia,Western Australia,Fishing,M,34,No,July,2021,Lemon Shark,Leg / Foot
Unprovoked,United States,New York,Swimming,M,,No,July,2021,Caribbean Reef Shark,Leg / Foot
Unprovoked,Brazil,Pernambuco,Swimming,M,32,No,July,2021,Unknown,Leg / Foot
Provoked,Thailand,Chanthaburi Province,Diving,M,55,No,July,2021,Bull Shark,Leg / Foot
Unprovoked,United States,California,Surfing,F,,No,July,2021,Unknown,Unspecified / Multiple
Unconfirmed,United States,Florida,Unknown,F,35,No,July,2021,Unknown,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Surfing,M,,No,July,2021,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,11,No,July,2021,Unknown,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,38,No,July,2021,Unknown,Leg / Foot
Provoked,Bahamas,,Other,M,,No,July,2021,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Swimming,F,9,No,July,2021,Spinner Shark,Leg / Foot
Unprovoked,United States,Florida,Fishing,M,36,Yes,July,2021,Unknown,Unspecified / Multiple
Unprovoked,Brazil,Pernambuco,Swimming,M,51,Yes,July,2021,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,25,No,July,2021,Great White Shark,Arm
Unprovoked,United States,Florida,Other,M,8,No,July,2021,Oceanic Whitetip Shark,Leg / Foot
Provoked,United States,BAHAMAS,Fishing,F,19,No,July,2021,Bull Shark,Hand / Fingers
Unprovoked,Ecuador,Galapagos,Diving,M,31,No,July,2021,Galapagos Shark,Leg / Foot
Unprovoked,United States,California,Boating,M,15,No,June,2021,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,F,,No,June,2021,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,F,7,No,June,2021,Unknown,Leg / Foot
Unprovoked,United States,California,Swimming,M,38,No,June,2021,Great White Shark,Leg / Foot
Unprovoked,Jordan,Aqaba,Boating,M,36,No,June,2021,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,25,No,June,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Other,M,12,No,June,2021,Unknown,Arm
Unprovoked,United States,Florida,Swimming,M,14,No,June,2021,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,12,No,June,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Other,M,71,No,June,2021,Unknown,Leg / Foot
Provoked,Greenland,West Sussex,Fishing,M,51,No,June,2021,Caribbean Reef Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Diving,M,10,No,June,2021,Bronze Whaler Shark,Leg / Foot
Provoked,New Caledonia,Nouville,Fishing,M,,Yes,May,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,26,No,May,2021,Great White Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Fishing,M,48,No,May,2021,Unknown,Arm
Unprovoked,Australia,New South Wales,Surfing,M,59,Yes,May,2021,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Fishing,M,35,No,May,2021,Tiger Shark,Leg / Foot
Provoked,Belize,Ambergris Key,Swimming,M,57,No,May,2021,Great White Shark,Hand / Fingers
Unprovoked,United States,Florida,Swimming,F,21,No,May,2021,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,14,No,May,2021,Bronze Whaler Shark,Leg / Foot
Unprovoked,Jamaica,Westmoreland Parish,Fishing,M,53,Yes,May,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,64,No,April,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,54,No,April,2021,Unknown,Leg / Foot
Unprovoked,French Polynesia,Tahiti,Boating,M,25,No,April,2021,Unknown,Unspecified / Multiple
Unprovoked,New Caledonia,,Swimming,M,53,Yes,April,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,F,57,No,April,2021,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Unknown,M,,No,April,2021,Unknown,Leg / Foot
Provoked,United States,North Carolina,Fishing,,,No,April,2021,Mako Shark,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,38,No,April,2021,Great White Shark,Head / Neck
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,38,Yes,April,2021,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,36,No,April,2021,Unknown,Leg / Foot
Unprovoked,United States,Florida,Unknown,M,,No,March,2021,Unknown,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Fishing,M,27,No,March,2021,Bull Shark,Leg / Foot
Unprovoked,French Polynesia,Marquesas,Swimming,M,10,No,March,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Unknown,F,16,No,March,2021,Oceanic Whitetip Shark,Arm
Unprovoked,United States,Florida,Swimming,M,7,No,March,2021,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,M,9,No,March,2021,Unknown,Shoulder
Unprovoked,Australia,Western Australia,Swimming,M,75,No,March,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,20,No,March,2021,Blacktip Shark,Arm
Unprovoked,New Caledonia,Loyalty Islands,Fishing,M,16,No,March,2021,Tiger Shark,Leg / Foot
Unprovoked,New Caledonia,,Swimming,M,57,Yes,February,2021,Tiger Shark,Leg / Foot
Provoked,Australia,Queensland,Fishing,M,,No,February,2021,Bull Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,,No,February,2021,Unknown,Unspecified / Multiple
Watercraft,Australia,South Australia,Surfing,M,17,No,February,2021,Bronze Whaler Shark,Unspecified / Multiple
Watercraft,United States,Maine,Boating,M,,No,February,2021,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Swimming,F,46,No,January,2021,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Swimming,M,61,No,January,2021,Oceanic Whitetip Shark,Arm
Unprovoked,Australia,New South Wales,Swimming,M,58,No,January,2021,Unknown,Arm
Watercraft,United States,Florida,Fishing,,,No,January,2021,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Diving,M,73,No,January,2021,Great White Shark,Leg / Foot
Unprovoked,Australia,South Australia,Diving,M,32,Yes,January,2021,Great White Shark,Unspecified / Multiple
Unprovoked,Brazil,Pernambuco,Surfing,M,52,No,January,2021,Unknown,Hand / Fingers
Unprovoked,Australia,Western Australia,Swimming,M,54,No,January,2021,Bull Shark,Leg / Foot
Unprovoked,Australia,Victoria,Swimming,M,7,No,January,2021,Unknown,Leg / Foot
Unprovoked,Saint Kitts and Nevis,The Narrows,Swimming,F,26,No,January,2021,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Swimming,F,19,Yes,January,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,19,No,January,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,17,No,January,2021,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,F,68,No,January,2021,Unknown,Leg / Foot
Unprovoked,United States,California,Swimming,M,,No,December,2020,Great White Shark,Unspecified / Multiple
Unprovoked,Maldives,Raa Atoll,Fishing,M,40,No,December,2020,Unknown,Leg / Foot
Unprovoked,Saint Martin (French part),,Swimming,F,39,Yes,December,2020,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Surfing,M,,No,December,2020,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,56,Yes,December,2020,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Oregon,Surfing,M,20,No,December,2020,Unknown,Leg / Foot
Unprovoked,Australia,South Australia,Surfing,M,29,No,December,2020,Great White Shark,Leg / Foot
Unprovoked,Egypt,South Sinai,Diving,F,42,No,December,2020,Oceanic Whitetip Shark,Shoulder
Unprovoked,United States,Hawaii,Diving,F,35,No,November,2020,Unknown,Body / Abdomen
Unprovoked,New Caledonia,South Province,Diving,F,,No,November,2020,Tiger Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,59,Yes,November,2020,Bull Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,13,No,November,2020,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,17,No,October,2020,Blacktip Shark,Unspecified / Multiple
Unprovoked,Bahamas,Grand Bahama Island,Fishing,M,,No,October,2020,Reef Shark,Arm
Unprovoked,United States,Florida,Surfing,M,,No,October,2020,Unknown,Hand / Fingers
Unprovoked,Egypt,South Sinai,Diving,,,No,October,2020,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Fishing,M,59,No,October,2020,Unknown,Leg / Foot
Unconfirmed,United States,North Carolina,Surfing,M,,No,October,2020,Unknown,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,52,Yes,October,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,31,No,October,2020,Blacktip Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,17,No,October,2020,Unknown,Leg / Foot
Provoked,United States,Florida,Unknown,M,,No,September,2020,Nurse Shark,Leg / Foot
Unconfirmed,United States,Hawaii,Swimming,F,61,No,September,2020,Great White Shark,Shoulder
Unprovoked,United States,Florida,Diving,M,30,No,September,2020,Bull Shark,Shoulder
Provoked,Australia,Queensland,Fishing,M,,No,September,2020,Whitetip Reef Shark,Arm
Unprovoked,Australia,New South Wales,Surfing,M,,No,September,2020,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,Florida,Swimming,M,48,No,September,2020,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,September,2020,Unknown,Arm
Unprovoked,United States,Florida,Surfing,M,25,No,September,2020,Unknown,Arm
Unconfirmed,United States,Florida,Surfing,M,54,No,September,2020,Oceanic Whitetip Shark,Hand / Fingers
Unprovoked,Australia,Queensland,Surfing,M,46,Yes,September,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Diving,F,70,No,September,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Unknown,M,,No,September,2020,Nurse Shark,Arm
Watercraft,Australia,New South Wales,Fishing,,,No,August,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Surfing,M,12,No,August,2020,Unknown,Leg / Foot
Unprovoked,United States,California,Fishing,M,,No,August,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,23,No,August,2020,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,14,No,August,2020,Oceanic Whitetip Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,F,50,No,August,2020,Unknown,Leg / Foot
Unconfirmed,United States,South Carolina,Swimming,F,,No,August,2020,Unknown,Arm
Unprovoked,Australia,New South Wales,Surfing,F,35,No,August,2020,Great White Shark,Leg / Foot
Provoked,United States,Florida,Fishing,M,55,No,August,2020,Blacktip Shark,Arm
Unprovoked,United States,Virginia,Diving,F,,No,August,2020,Nurse Shark,Arm
Unprovoked,United States,North Carolina,Surfing,M,54,No,August,2020,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,22,No,July,2020,Unknown,Leg / Foot
Unprovoked,United States,Alabama,Swimming,M,14,No,July,2020,Spinner Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Surfing,M,28,No,July,2020,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Diving,M,38,No,July,2020,Lemon Shark,Leg / Foot
Watercraft,Australia,Tasmania,Other,,,Unknown,July,2020,Great White Shark,Unspecified / Multiple
Unprovoked,French Polynesia,Tuamotu Islands,Swimming,M,4,No,July,2020,Blacktip Reef Shark,Leg / Foot
Unprovoked,United States,Maine,Swimming,F,63,Yes,July,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Bahamas,Fishing,M,23,No,July,2020,Reef Shark,Leg / Foot
Unprovoked,United States,Florida,Other,M,11,No,July,2020,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,M,,No,July,2020,Bull Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,F,12,No,July,2020,Unknown,Leg / Foot
Unprovoked,Australia,Tasmania,Fishing,M,10,No,July,2020,Great White Shark,Arm
Unprovoked,United States,Florida,Swimming,F,14,No,July,2020,Bull Shark,Leg / Foot
Unprovoked,Australia,Queensland,Diving,F,29,No,July,2020,Great White Shark,Leg / Foot
Unprovoked,Australia,New South Wales,Surfing,M,15,Yes,July,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,F,15,No,July,2020,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Fishing,M,36,Yes,July,2020,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,7,No,June,2020,Bull Shark,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,M,16,No,June,2020,Unknown,Leg / Foot
Unprovoked,Bahamas,Exumas,Unknown,,,No,June,2020,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Surfing,F,,No,June,2020,Unknown,Unspecified / Multiple
Unprovoked,New Caledonia,South Province,Surfing,M,30,Yes,June,2020,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,60,Yes,June,2020,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Unknown,F,,Unknown,June,2020,Unknown,Unspecified / Multiple
Unconfirmed,United States,Delaware,Swimming,M,12,No,June,2020,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,No,June,2020,Tiger Shark,Hand / Fingers
Unprovoked,Bahamas,Abaco Islands,Fishing,M,,No,May,2020,Bull Shark,Hand / Fingers
Unprovoked,Australia,Queensland,Fishing,M,18,No,May,2020,Bull Shark,Unspecified / Multiple
Unprovoked,Thailand,"Muang district of Satun province,",Swimming,M,12,No,May,2020,Bull Shark,Leg / Foot
Unprovoked,Spain,Canary Islands,Swimming,M,9,No,May,2020,Angel Shark,Unspecified / Multiple
Unprovoked,French Polynesia,Tahiti,Diving,,,No,May,2020,Blacktip Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,26,Yes,May,2020,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Victoria,Surfing,M,,No,May,2020,Unknown,Leg / Foot
Unprovoked,United States,California,Swimming,F,57,No,May,2020,Oceanic Whitetip Shark,Leg / Foot
Unconfirmed,United States,California,Surfing,M,16,No,April,2020,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,F,,No,April,2020,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,F,,No,April,2020,Bull Shark,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,23,Yes,April,2020,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,38,No,April,2020,Great White Shark,Hand / Fingers
Unprovoked,United States,California,Swimming,M,,No,March,2020,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,,No,March,2020,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,,No,March,2020,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Unknown,F,,No,March,2020,Unknown,Arm
Provoked,New Zealand,North Island,Fishing,M,,No,March,2020,Great White Shark,Unspecified / Multiple
Unprovoked,Fiji,Vanua Levu,Fishing,M,26,No,March,2020,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Surfing,M,60,No,February,2020,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Maine,Surfing,M,,No,February,2020,Tiger Shark,Unspecified / Multiple
Unprovoked,French Polynesia,Marquesas,Boating,M,,No,February,2020,Unknown,Unspecified / Multiple
Provoked,Bahamas,Exumas,Swimming,F,24,No,January,2020,Unknown,Arm
Unprovoked,Australia,New South Wales,Surfing,M,59,No,January,2020,Caribbean Reef Shark,Leg / Foot
Unprovoked,New Zealand,Southland,Surfing,F,13,No,January,2020,Great White Shark,Leg / Foot
Unprovoked,United States,North Carolina,Surfing,M,26,No,January,2020,Unknown,Leg / Foot
Unprovoked,Thailand,Phang Nga Province,Swimming,M,75,No,January,2020,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,F,7,No,January,2020,Lemon Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Diving,M,57,Yes,January,2020,Great White Shark,Unspecified / Multiple
Unprovoked,New Caledonia,,Unknown,M,12,No,January,2020,Unknown,Leg / Foot
Unconfirmed,Australia,Western Australia,Swimming,M,21,Yes,January,2020,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,,No,December,2019,Great White Shark,Hand / Fingers
Unprovoked,Seychelles,Praslin,Swimming,F,45,No,December,2019,Unknown,Arm
Unprovoked,Papua New Guinea,Central Province,Fishing,M,33,Yes,December,2019,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,,No,December,2019,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,Southland,Surfing,F,17,No,December,2019,Unknown,Leg / Foot
Unprovoked,United States,California,Surfing,M,37,No,December,2019,Unknown,Leg / Foot
Provoked,Australia,New South Wales,Fishing,,,Unknown,December,2019,Great White Shark,Unspecified / Multiple
Unconfirmed,Heard Island and McDonald Islands,,Boating,M,70,Yes,December,2019,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Diving,M,57,No,December,2019,Unknown,Arm
